81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T07:00:00Z;59.5;59.5;59.5;59.5;80;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T07:02:00Z;59.69;59.69;59.69;59.69;4;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T07:03:00Z;59.53;59.53;59.53;59.53;4;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T07:04:00Z;59.6;59.6;59.6;59.6;4;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T07:05:00Z;59.6;59.61;59.61;59.6;40;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T07:06:00Z;59.53;59.53;59.53;59.53;48;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T07:07:00Z;59.53;59.53;59.53;59.53;28;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T07:08:00Z;59.5;59.5;59.5;59.5;12;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T07:10:00Z;59.44;59.44;59.44;59.44;40;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T07:12:00Z;59.42;59.42;59.42;59.42;4;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T07:13:00Z;59.41;59.41;59.41;59.41;4;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T07:16:00Z;59.5;59.5;59.5;59.5;4;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T07:18:00Z;59.5;59.5;59.5;59.5;104;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T07:19:00Z;59.5;59.5;59.5;59.5;60;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T07:20:00Z;59.5;59.5;59.5;59.5;8;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T07:21:00Z;59.38;59.19;59.38;59.12;52;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T07:22:00Z;59.19;59.19;59.19;59.19;8;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T07:23:00Z;59.19;59.19;59.19;59.19;4;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T07:24:00Z;59.03;59.03;59.03;59.03;12;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T07:26:00Z;59.13;59.13;59.13;59.13;4;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T07:28:00Z;59.13;59.07;59.13;59.07;28;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T07:29:00Z;59.07;59.07;59.07;59.07;56;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T07:32:00Z;59.12;59.12;59.12;59.12;8;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T07:33:00Z;59.13;59.13;59.13;59.13;76;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T07:34:00Z;59.14;59.14;59.14;59.14;12;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T07:36:00Z;59.13;59.13;59.13;59.13;24;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T07:37:00Z;59.13;59.13;59.13;59.13;40;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T07:38:00Z;59.13;59.13;59.13;59.13;128;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T07:39:00Z;59.14;59.13;59.14;59.13;132;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T07:47:00Z;59.13;59.13;59.13;59.13;4;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T07:52:00Z;59.07;59.07;59.07;59.07;28;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T07:54:00Z;59.11;59.11;59.11;59.11;4;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T07:58:00Z;59.11;59.11;59.11;59.11;144;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T07:59:00Z;59.12;59.12;59.12;59.12;4;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T08:00:00Z;59.07;59.07;59.07;59.07;8;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T08:05:00Z;59.2;59.2;59.2;59.2;4;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T08:10:00Z;59.2;59.2;59.2;59.2;4;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T08:11:00Z;59.2;59.2;59.2;59.2;4;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T08:13:00Z;59.2;59.2;59.2;59.2;4;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T08:14:00Z;59.11;59.11;59.11;59.11;80;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T08:18:00Z;59.2;59.2;59.2;59.2;8;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T08:19:00Z;59.19;59.19;59.19;59.19;16;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T08:20:00Z;59.11;59.19;59.19;59.11;24;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T08:30:00Z;59.19;59.19;59.19;59.19;4;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T08:31:00Z;59.19;59.19;59.19;59.19;4;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T08:33:00Z;59.19;59.19;59.19;59.19;4;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T08:36:00Z;59.13;59.13;59.13;59.13;80;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T08:37:00Z;59.2;59.2;59.2;59.2;8;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T08:38:00Z;59.2;59.2;59.2;59.2;32;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T08:46:00Z;59.2;59.14;59.2;59.14;8;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T08:56:00Z;59.24;59.24;59.24;59.24;4;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T08:59:00Z;59.24;59.14;59.24;59.14;8;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T09:04:00Z;59.17;59.17;59.17;59.17;64;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T09:05:00Z;59.13;59.06;59.13;59.06;184;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T09:07:00Z;59.01;58.82;59.01;58.82;1392;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T09:09:00Z;58.82;58.82;58.82;58.82;40;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T09:10:00Z;58.82;58.75;58.82;58.72;604;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T09:11:00Z;58.75;58.75;58.75;58.75;72;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T09:12:00Z;58.78;58.78;58.78;58.78;32;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T09:17:00Z;58.75;58.75;58.75;58.75;200;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T09:20:00Z;58.85;59;59;58.85;1088;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T09:21:00Z;58.83;58.83;58.83;58.83;52;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T09:22:00Z;58.75;58.7;58.75;58.7;36;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T09:24:00Z;58.7;58.7;58.7;58.7;40;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T09:27:00Z;59.06;59.06;59.06;59.06;60;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T09:28:00Z;58.65;58.63;58.65;58.63;8;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T09:33:00Z;58.98;58.98;58.98;58.98;4;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T09:38:00Z;58.8;58.8;58.8;58.8;4;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T09:45:00Z;58.65;58.6;58.65;58.6;324;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T09:47:00Z;58.61;58.61;58.61;58.61;4;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T09:48:00Z;58.5;58.5;58.5;58.5;84;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T09:49:00Z;58.47;58.46;58.47;58.46;212;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T09:50:00Z;58.5;58.46;58.5;58.46;72;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T09:51:00Z;58.5;58.5;58.5;58.5;24;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T09:52:00Z;58.71;58.71;58.71;58.71;40;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T09:54:00Z;58.69;58.69;58.69;58.69;4;
81575098-df8a-45c4-82dc-1b64374dcfdb;2020-01-03T09:55:00Z;58.69;58.69;58.69;58.68;40;
