fd417230-19cf-4e7b-9623-f7c9ca18ec6b;2020-01-03T07:00:00Z;453.75;454.05;454.35;453.35;4768;
fd417230-19cf-4e7b-9623-f7c9ca18ec6b;2020-01-03T07:01:00Z;454.05;453.75;455;453.5;4215;
fd417230-19cf-4e7b-9623-f7c9ca18ec6b;2020-01-03T07:02:00Z;453.6;454.25;454.25;453.6;613;
fd417230-19cf-4e7b-9623-f7c9ca18ec6b;2020-01-03T07:03:00Z;454.25;453.9;454.3;453.35;1089;
fd417230-19cf-4e7b-9623-f7c9ca18ec6b;2020-01-03T07:04:00Z;454.05;454.35;454.35;454;1122;
fd417230-19cf-4e7b-9623-f7c9ca18ec6b;2020-01-03T07:05:00Z;454.25;454.25;454.35;454.05;198;
fd417230-19cf-4e7b-9623-f7c9ca18ec6b;2020-01-03T07:06:00Z;454.35;454.35;454.35;454.1;235;
fd417230-19cf-4e7b-9623-f7c9ca18ec6b;2020-01-03T07:07:00Z;454.35;454.45;454.6;454.35;712;
fd417230-19cf-4e7b-9623-f7c9ca18ec6b;2020-01-03T07:08:00Z;454.5;454.75;454.75;454.45;1466;
fd417230-19cf-4e7b-9623-f7c9ca18ec6b;2020-01-03T07:09:00Z;454.7;454.6;454.85;454.4;904;
fd417230-19cf-4e7b-9623-f7c9ca18ec6b;2020-01-03T07:10:00Z;454.6;454.3;454.7;454.2;895;
fd417230-19cf-4e7b-9623-f7c9ca18ec6b;2020-01-03T07:11:00Z;454.45;454.25;454.55;454;658;
fd417230-19cf-4e7b-9623-f7c9ca18ec6b;2020-01-03T07:12:00Z;454.25;455;455.1;454.25;2163;
fd417230-19cf-4e7b-9623-f7c9ca18ec6b;2020-01-03T07:13:00Z;454.85;454.95;454.95;454.85;104;
fd417230-19cf-4e7b-9623-f7c9ca18ec6b;2020-01-03T07:14:00Z;454.95;454.95;455;454.65;519;
fd417230-19cf-4e7b-9623-f7c9ca18ec6b;2020-01-03T07:15:00Z;454.95;454.6;454.95;454.5;237;
fd417230-19cf-4e7b-9623-f7c9ca18ec6b;2020-01-03T07:16:00Z;454.5;454.5;454.6;454.4;64;
fd417230-19cf-4e7b-9623-f7c9ca18ec6b;2020-01-03T07:17:00Z;454.5;454.25;454.5;454.1;606;
fd417230-19cf-4e7b-9623-f7c9ca18ec6b;2020-01-03T07:18:00Z;454.1;454.3;454.5;454.1;265;
fd417230-19cf-4e7b-9623-f7c9ca18ec6b;2020-01-03T07:19:00Z;454.3;454.05;454.4;454;1724;
fd417230-19cf-4e7b-9623-f7c9ca18ec6b;2020-01-03T07:20:00Z;454.1;454.5;454.5;454.05;377;
fd417230-19cf-4e7b-9623-f7c9ca18ec6b;2020-01-03T07:21:00Z;454.45;454.5;454.5;454.25;129;
fd417230-19cf-4e7b-9623-f7c9ca18ec6b;2020-01-03T07:22:00Z;454.5;454.65;454.65;454.5;231;
fd417230-19cf-4e7b-9623-f7c9ca18ec6b;2020-01-03T07:23:00Z;454.6;454.6;454.65;454.5;75;
fd417230-19cf-4e7b-9623-f7c9ca18ec6b;2020-01-03T07:24:00Z;454.65;454.6;454.7;454.5;128;
fd417230-19cf-4e7b-9623-f7c9ca18ec6b;2020-01-03T07:25:00Z;454.6;454.55;454.65;454.5;609;
fd417230-19cf-4e7b-9623-f7c9ca18ec6b;2020-01-03T07:26:00Z;454.7;454.85;454.85;454.7;96;
fd417230-19cf-4e7b-9623-f7c9ca18ec6b;2020-01-03T07:27:00Z;454.85;455;455.1;454.65;3558;
fd417230-19cf-4e7b-9623-f7c9ca18ec6b;2020-01-03T07:28:00Z;455;455.1;455.1;455;614;
fd417230-19cf-4e7b-9623-f7c9ca18ec6b;2020-01-03T07:29:00Z;455.1;455.15;455.15;455.05;1409;
fd417230-19cf-4e7b-9623-f7c9ca18ec6b;2020-01-03T07:30:00Z;455.15;455.05;455.15;455.05;196;
fd417230-19cf-4e7b-9623-f7c9ca18ec6b;2020-01-03T07:31:00Z;455.05;455.05;455.15;455.05;57;
fd417230-19cf-4e7b-9623-f7c9ca18ec6b;2020-01-03T07:32:00Z;455.1;455.1;455.1;455.05;224;
fd417230-19cf-4e7b-9623-f7c9ca18ec6b;2020-01-03T07:33:00Z;455.1;455.2;455.3;455.1;879;
fd417230-19cf-4e7b-9623-f7c9ca18ec6b;2020-01-03T07:34:00Z;455.25;455.25;455.3;455.15;995;
fd417230-19cf-4e7b-9623-f7c9ca18ec6b;2020-01-03T07:35:00Z;455.3;455.2;455.3;455.2;45;
fd417230-19cf-4e7b-9623-f7c9ca18ec6b;2020-01-03T07:36:00Z;455.2;455.15;455.3;455.15;410;
fd417230-19cf-4e7b-9623-f7c9ca18ec6b;2020-01-03T07:37:00Z;455.15;455.35;455.4;455.15;2508;
fd417230-19cf-4e7b-9623-f7c9ca18ec6b;2020-01-03T07:38:00Z;455.35;455.35;455.35;455.3;333;
fd417230-19cf-4e7b-9623-f7c9ca18ec6b;2020-01-03T07:39:00Z;455.35;455.35;455.35;455.3;339;
fd417230-19cf-4e7b-9623-f7c9ca18ec6b;2020-01-03T07:40:00Z;455.35;455.35;455.35;455.3;237;
